id,iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
2131,ARG,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,62166000,tonnes,annual,10:10.0,48:03.8
2132,ARG,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,62166000,tonnes,annual,10:10.0,48:03.8
2133,ARG,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,62166000,tonnes,annual,10:10.0,48:03.8
2134,ARG,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,61865000,tonnes,annual,10:10.0,48:03.8
2135,ARG,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,61865000,tonnes,annual,10:10.0,48:03.8
2136,ARG,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,61865000,tonnes,annual,10:10.0,48:03.8
2137,ESP,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,61489000,tonnes,annual,10:10.0,51:10.3
2138,ESP,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,61489000,tonnes,annual,10:10.0,51:10.3
2139,ESP,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,61489000,tonnes,annual,10:10.0,51:10.3
2140,KAZ,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,61070000,tonnes,annual,10:10.0,51:11.0
2141,KAZ,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,61070000,tonnes,annual,10:10.0,51:11.0
2142,KAZ,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,61070000,tonnes,annual,10:10.0,51:11.0
2143,KAZ,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,60761000,tonnes,annual,10:10.0,51:11.0
2144,KAZ,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,60761000,tonnes,annual,10:10.0,51:11.0
2145,KAZ,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,60761000,tonnes,annual,10:10.0,51:11.0
2146,IRQ,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,59580000,tonnes,annual,10:10.0,48:07.8
2147,IRQ,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,59580000,tonnes,annual,10:10.0,48:07.8
2148,IRQ,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,59580000,tonnes,annual,10:10.0,48:07.8
2149,KAZ,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,59234000,tonnes,annual,10:10.0,51:11.0
2150,KAZ,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,59234000,tonnes,annual,10:10.0,51:11.0
2151,KAZ,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,59234000,tonnes,annual,10:10.0,51:11.0
2152,PHL,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2," ""0x37FB8B0"" ",tonnes,annual,10:10.0,47:34.7
2153,PHL,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr," ""0x37FB8B0"" ",tonnes,annual,10:10.0,47:34.7
2154,PHL,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr," ""0x37FB8B0"" ",tonnes,annual,10:10.0,47:34.7
2155,KAZ,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,57803000,tonnes,annual,10:10.0,51:11.0
2156,KAZ,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,57803000,tonnes,annual,10:10.0,51:11.0
2157,KAZ,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,57803000,tonnes,annual,10:10.0,51:11.0
2158,ARG,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,57747000,tonnes,annual,10:10.0,48:03.8
2159,ARG,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,57747000,tonnes,annual,10:10.0,48:03.8
2160,ARG,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,57747000,tonnes,annual,10:10.0,48:03.8
2161,ARG,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,56101000,tonnes,annual,10:10.0,48:03.8
2162,ARG,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,56101000,tonnes,annual,10:10.0,48:03.8
2163,ARG,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,56101000,tonnes,annual,10:10.0,48:03.8
2164,PHL,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,56064000,tonnes,annual,10:10.0,47:34.7
2165,PHL,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,56064000,tonnes,annual,10:10.0,47:34.7
2166,PHL,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,56064000,tonnes,annual,10:10.0,47:34.7
2167,UKR,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,55858000,tonnes,annual,10:10.0,51:14.2
2168,UKR,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,55858000,tonnes,annual,10:10.0,51:14.2
2169,UKR,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,55858000,tonnes,annual,10:10.0,51:14.2
2170,UKR,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,54413000,tonnes,annual,10:10.0,51:14.2
2171,UKR,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,54413000,tonnes,annual,10:10.0,51:14.2
2172,UKR,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,54413000,tonnes,annual,10:10.0,51:14.2
2173,NLD,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,53943000,tonnes,annual,10:10.0,51:12.8
2174,NLD,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,53943000,tonnes,annual,10:10.0,51:12.8
2175,NLD,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,53943000,tonnes,annual,10:10.0,51:12.8
2176,KAZ,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,53872000,tonnes,annual,10:10.0,51:11.0
2177,KAZ,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,53872000,tonnes,annual,10:10.0,51:11.0
2178,KAZ,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,53872000,tonnes,annual,10:10.0,51:11.0
2179,PAK,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,53475000,tonnes,annual,10:10.0,47:34.6
2180,PAK,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,53475000,tonnes,annual,10:10.0,47:34.6
2181,PAK,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,53475000,tonnes,annual,10:10.0,47:34.6
2182,UKR,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,52896000,tonnes,annual,10:10.0,51:14.2
2183,UKR,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,52896000,tonnes,annual,10:10.0,51:14.2
2184,UKR,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,52896000,tonnes,annual,10:10.0,51:14.2
2185,NLD,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,52875000,tonnes,annual,10:10.0,51:12.8
2186,NLD,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,52875000,tonnes,annual,10:10.0,51:12.8
2187,NLD,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,52875000,tonnes,annual,10:10.0,51:12.8
2188,KAZ,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,52726000,tonnes,annual,10:10.0,51:11.0
2189,KAZ,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,52726000,tonnes,annual,10:10.0,51:11.0
2190,KAZ,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,52726000,tonnes,annual,10:10.0,51:11.0
2191,UZB,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,50439000,tonnes,annual,10:10.0,51:14.2
2192,UZB,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,50439000,tonnes,annual,10:10.0,51:14.2
2193,UZB,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,50439000,tonnes,annual,10:10.0,51:14.2
2194,NLD,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,49971000,tonnes,annual,10:10.0,51:12.8
2195,NLD,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,49971000,tonnes,annual,10:10.0,51:12.8
2196,NLD,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,49971000,tonnes,annual,10:10.0,51:12.8
2197,PHL,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,49423000,tonnes,annual,10:10.0,47:34.7
2198,PHL,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,49423000,tonnes,annual,10:10.0,47:34.7
2199,PHL,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,49423000,tonnes,annual,10:10.0,47:34.7
2200,ESP,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,48391000,tonnes,annual,10:10.0,51:10.3
2201,ESP,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,48391000,tonnes,annual,10:10.0,51:10.3
2202,ESP,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,48391000,tonnes,annual,10:10.0,51:10.3
2203,UZB,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,48370000,tonnes,annual,10:10.0,51:14.2
2204,UZB,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,48370000,tonnes,annual,10:10.0,51:14.2
2205,UZB,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,48370000,tonnes,annual,10:10.0,51:14.2
2206,NLD,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,48365000,tonnes,annual,10:10.0,51:12.8
2207,NLD,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,48365000,tonnes,annual,10:10.0,51:12.8
2208,NLD,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,48365000,tonnes,annual,10:10.0,51:12.8
2209,UKR,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,48156000,tonnes,annual,10:10.0,51:14.2
2210,UKR,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,48156000,tonnes,annual,10:10.0,51:14.2
2211,UKR,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,48156000,tonnes,annual,10:10.0,51:14.2
2212,CZE,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,47680000,tonnes,annual,10:10.0,51:09.6
2213,CZE,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,47680000,tonnes,annual,10:10.0,51:09.6
2214,CZE,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,47680000,tonnes,annual,10:10.0,51:09.6
2215,CZE,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,47559000,tonnes,annual,10:10.0,51:09.6
2216,CZE,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,47559000,tonnes,annual,10:10.0,51:09.6
2217,CZE,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,47559000,tonnes,annual,10:10.0,51:09.6
2218,UZB,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,47395000,tonnes,annual,10:10.0,51:14.2
2219,UZB,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,47395000,tonnes,annual,10:10.0,51:14.2
2220,UZB,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,47395000,tonnes,annual,10:10.0,51:14.2
2221,CZE,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,47253000,tonnes,annual,10:10.0,51:09.6
2222,CZE,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,47253000,tonnes,annual,10:10.0,51:09.6
2223,CZE,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,47253000,tonnes,annual,10:10.0,51:09.6
2224,UZB,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,46820000,tonnes,annual,10:10.0,51:14.2
2225,UZB,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,46820000,tonnes,annual,10:10.0,51:14.2
2226,UZB,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,46820000,tonnes,annual,10:10.0,51:14.2
2227,UZB,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,46796000,tonnes,annual,10:10.0,51:14.2
2228,UZB,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,46796000,tonnes,annual,10:10.0,51:14.2
2229,UZB,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,46796000,tonnes,annual,10:10.0,51:14.2
2230,FRA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,46722000,tonnes,annual,10:10.0,51:10.3
2231,FRA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,46722000,tonnes,annual,10:10.0,51:10.3
2232,FRA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,46722000,tonnes,annual,10:10.0,51:10.3
2233,UZB,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,46462000,tonnes,annual,10:10.0,51:14.2
2234,UZB,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,46462000,tonnes,annual,10:10.0,51:14.2
2235,UZB,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,46462000,tonnes,annual,10:10.0,51:14.2
2236,CZE,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,46232000,tonnes,annual,10:10.0,51:09.6
2237,CZE,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,46232000,tonnes,annual,10:10.0,51:09.6
2238,CZE,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,46232000,tonnes,annual,10:10.0,51:09.6
2239,PAK,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,45681000,tonnes,annual,10:10.0,47:34.6
2240,PAK,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,45681000,tonnes,annual,10:10.0,47:34.6
2241,PAK,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,45681000,tonnes,annual,10:10.0,47:34.6
2242,CZE,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,45157000,tonnes,annual,10:10.0,51:09.6
2243,CZE,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,45157000,tonnes,annual,10:10.0,51:09.6
2244,CZE,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,45157000,tonnes,annual,10:10.0,51:09.6
2245,KWT,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,44891000,tonnes,annual,10:10.0,48:07.8
2246,KWT,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,44891000,tonnes,annual,10:10.0,48:07.8
2247,KWT,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,44891000,tonnes,annual,10:10.0,48:07.8
2248,BGD,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,44671000,tonnes,annual,10:10.0,51:06.6
2249,BGD,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,44671000,tonnes,annual,10:10.0,51:06.6
2250,BGD,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,44671000,tonnes,annual,10:10.0,51:06.6
2251,BGD,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,44530000,tonnes,annual,10:10.0,47:29.5
2252,BGD,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,44530000,tonnes,annual,10:10.0,47:29.5
2253,BGD,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,44530000,tonnes,annual,10:10.0,47:29.5
2254,NLD,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,43884000,tonnes,annual,10:10.0,51:12.8
2255,NLD,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,43884000,tonnes,annual,10:10.0,51:12.8
2256,NLD,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,43884000,tonnes,annual,10:10.0,51:12.8
2257,KWT,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,43780000,tonnes,annual,10:10.0,48:07.8
2258,KWT,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,43780000,tonnes,annual,10:10.0,48:07.8
2259,KWT,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,43780000,tonnes,annual,10:10.0,48:07.8
2260,KWT,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,43766000,tonnes,annual,10:10.0,48:07.8
2261,KWT,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,43766000,tonnes,annual,10:10.0,48:07.8
2262,KWT,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,43766000,tonnes,annual,10:10.0,48:07.8
2263,KWT,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,43074000,tonnes,annual,10:10.0,48:07.8
2264,KWT,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,43074000,tonnes,annual,10:10.0,48:07.8
2265,KWT,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,43074000,tonnes,annual,10:10.0,48:07.8
2266,BGD,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,41738000,tonnes,annual,10:10.0,47:29.5
2267,BGD,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,41738000,tonnes,annual,10:10.0,47:29.5
2268,BGD,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,41738000,tonnes,annual,10:10.0,47:29.5
2269,KWT,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,41470000,tonnes,annual,10:10.0,48:07.8
2270,KWT,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,41470000,tonnes,annual,10:10.0,48:07.8
2271,KWT,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,41470000,tonnes,annual,10:10.0,48:07.8
2272,FRA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,41252000,tonnes,annual,10:10.0,51:10.3
2273,FRA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,41252000,tonnes,annual,10:10.0,51:10.3
2274,FRA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,41252000,tonnes,annual,10:10.0,51:10.3
2275,KWT,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,40565000,tonnes,annual,10:10.0,48:07.8
2276,KWT,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,40565000,tonnes,annual,10:10.0,48:07.8
2277,KWT,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,40565000,tonnes,annual,10:10.0,48:07.8
2278,DZA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,39738000,tonnes,annual,10:10.0,48:06.5
2279,DZA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,39738000,tonnes,annual,10:10.0,48:06.5
2280,DZA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,39738000,tonnes,annual,10:10.0,48:06.5
2281,CHL,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,39430000,tonnes,annual,10:10.0,47:30.1
2282,CHL,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,39430000,tonnes,annual,10:10.0,47:30.1
2283,CHL,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,39430000,tonnes,annual,10:10.0,47:30.1
2284,FRA,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,39395000,tonnes,annual,10:10.0,51:10.3
2285,FRA,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,39395000,tonnes,annual,10:10.0,51:10.3
2286,FRA,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,39395000,tonnes,annual,10:10.0,51:10.3
2287,CZE,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,38812000,tonnes,annual,10:10.0,51:09.6
2288,CZE,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,38812000,tonnes,annual,10:10.0,51:09.6
2289,CZE,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,38812000,tonnes,annual,10:10.0,51:09.6
2290,CHL,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,38781000,tonnes,annual,10:10.0,47:30.1
2291,CHL,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,38781000,tonnes,annual,10:10.0,47:30.1
2292,CHL,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,38781000,tonnes,annual,10:10.0,47:30.1
2293,BGD,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,38700000,tonnes,annual,10:10.0,47:29.5
2294,BGD,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,38700000,tonnes,annual,10:10.0,47:29.5
2295,BGD,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,38700000,tonnes,annual,10:10.0,47:29.5
2296,FRA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,38618000,tonnes,annual,10:10.0,51:10.3
2297,FRA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,38618000,tonnes,annual,10:10.0,51:10.3
2298,FRA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,38618000,tonnes,annual,10:10.0,51:10.3
2299,DZA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,38584000,tonnes,annual,10:10.0,48:06.5
2300,DZA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,38584000,tonnes,annual,10:10.0,48:06.5
2301,DZA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,38584000,tonnes,annual,10:10.0,48:06.5
2302,CHL,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,38563000,tonnes,annual,10:10.0,47:30.1
2303,CHL,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,38563000,tonnes,annual,10:10.0,47:30.1
2304,CHL,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,38563000,tonnes,annual,10:10.0,47:30.1
2305,DZA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,38457000,tonnes,annual,10:10.0,48:06.5
2306,DZA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,38457000,tonnes,annual,10:10.0,48:06.5
2307,DZA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,38457000,tonnes,annual,10:10.0,48:06.5
2308,DZA,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,38271000,tonnes,annual,10:10.0,48:06.5
2309,DZA,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,38271000,tonnes,annual,10:10.0,48:06.5
2310,DZA,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,38271000,tonnes,annual,10:10.0,48:06.5
2311,FRA,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,38214000,tonnes,annual,10:10.0,51:10.3
2312,FRA,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,38214000,tonnes,annual,10:10.0,51:10.3
2313,FRA,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,38214000,tonnes,annual,10:10.0,51:10.3
2314,CHL,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,38146000,tonnes,annual,10:10.0,47:30.1
2315,CHL,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,38146000,tonnes,annual,10:10.0,47:30.1
2316,CHL,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,38146000,tonnes,annual,10:10.0,47:30.1
2317,CHL,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,37408000,tonnes,annual,10:10.0,47:30.1
2318,CHL,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,37408000,tonnes,annual,10:10.0,47:30.1
2319,CHL,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,37408000,tonnes,annual,10:10.0,47:30.1
2320,CHL,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,37373000,tonnes,annual,10:10.0,47:30.1
2321,CHL,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,37373000,tonnes,annual,10:10.0,47:30.1
2322,CHL,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,37373000,tonnes,annual,10:10.0,47:30.1
2323,BGD,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,36827000,tonnes,annual,10:10.0,47:29.5
2324,BGD,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,36827000,tonnes,annual,10:10.0,47:29.5
2325,BGD,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,36827000,tonnes,annual,10:10.0,47:29.5
2326,DZA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,36250000,tonnes,annual,10:10.0,48:06.5
2327,DZA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,36250000,tonnes,annual,10:10.0,48:06.5
2328,DZA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,36250000,tonnes,annual,10:10.0,48:06.5
2329,FRA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,36022000,tonnes,annual,10:10.0,51:10.3
2330,FRA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,36022000,tonnes,annual,10:10.0,51:10.3
2331,FRA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,36022000,tonnes,annual,10:10.0,51:10.3
2332,NLD,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,35724000,tonnes,annual,10:10.0,51:12.8
2333,NLD,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,35724000,tonnes,annual,10:10.0,51:12.8
2334,NLD,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,35724000,tonnes,annual,10:10.0,51:12.8
2335,GRC,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,35344000,tonnes,annual,10:10.0,51:10.3
2336,GRC,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,35344000,tonnes,annual,10:10.0,51:10.3
2337,GRC,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,35344000,tonnes,annual,10:10.0,51:10.3
2338,DZA,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,34973000,tonnes,annual,10:10.0,48:06.5
2339,DZA,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,34973000,tonnes,annual,10:10.0,48:06.5
2340,DZA,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,34973000,tonnes,annual,10:10.0,48:06.5
2341,VEN,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,34619000,tonnes,annual,10:10.0,48:10.6
2342,VEN,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,34619000,tonnes,annual,10:10.0,48:10.6
2343,VEN,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,34619000,tonnes,annual,10:10.0,48:10.6
2344,VEN,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,32544000,tonnes,annual,10:10.0,48:10.6
2345,VEN,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,32544000,tonnes,annual,10:10.0,48:10.6
