id,iso3_country,start_time,end_time,original_inventory_sector,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
2793.0,SYR,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,11929000,tonnes,annual,10:10.0,51:13.5
2794.0,NGA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,11851000,tonnes,annual,10:10.0,47:34.3
2795.0,NGA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,11851000,tonnes,annual,10:10.0,47:34.3
2796.0,NGA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,11851000,tonnes,annual,10:10.0,47:34.3
2797.0,LAO,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,11837000,tonnes,annual,10:10.0,51:11.0
2798.0,LAO,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,11837000,tonnes,annual,10:10.0,51:11.0
2799.0,LAO,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,11837000,tonnes,annual,10:10.0,51:11.0
2800.0,LAO,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,11810000,tonnes,annual,10:10.0,51:11.0
2801.0,LAO,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,11810000,tonnes,annual,10:10.0,51:11.0
2802.0,LAO,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,11810000,tonnes,annual,10:10.0,51:11.0
2803.0,CUB,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,11787000,tonnes,annual,10:10.0,51:09.6
2804.0,CUB,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,11787000,tonnes,annual,10:10.0,51:09.6
2805.0,CUB,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,11787000,tonnes,annual,10:10.0,51:09.6
2806.0,IRL,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,11756000,tonnes,annual,10:10.0,47:32.3
2807.0,IRL,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,11756000,tonnes,annual,10:10.0,47:32.3
2808.0,IRL,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,11756000,tonnes,annual,10:10.0,47:32.3
2809.0,JOR,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,11648000,tonnes,annual,10:10.0,48:07.8
2810.0,JOR,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,11648000,tonnes,annual,10:10.0,48:07.8
2811.0,JOR,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,11648000,tonnes,annual,10:10.0,48:07.8
2812.0,GTM,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,11638000,tonnes,annual,10:10.0,47:31.9
2813.0,GTM,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,11638000,tonnes,annual,10:10.0,47:31.9
2814.0,GTM,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,11638000,tonnes,annual,10:10.0,47:31.9
2818.0,DOM,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,11506000,tonnes,annual,10:10.0,51:09.6
2819.0,DOM,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,11506000,tonnes,annual,10:10.0,51:09.6
2820.0,DOM,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,11506000,tonnes,annual,10:10.0,51:09.6
2824.0,JOR,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,11473000,tonnes,annual,10:10.0,48:07.8
2825.0,JOR,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,11473000,tonnes,annual,10:10.0,48:07.8
2826.0,JOR,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,11473000,tonnes,annual,10:10.0,48:07.8
2827.0,BIH,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,11460000,tonnes,annual,10:10.0,51:06.6
2828.0,BIH,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,11460000,tonnes,annual,10:10.0,51:06.6
2829.0,BIH,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,11460000,tonnes,annual,10:10.0,51:06.6
2830.0,GTM,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,11453000,tonnes,annual,10:10.0,47:31.9
2831.0,GTM,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,11453000,tonnes,annual,10:10.0,47:31.9
2832.0,GTM,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,11453000,tonnes,annual,10:10.0,47:31.9
2833.0,CUB,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,11379000,tonnes,annual,10:10.0,51:09.6
2834.0,CUB,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,11379000,tonnes,annual,10:10.0,51:09.6
2835.0,CUB,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,11379000,tonnes,annual,10:10.0,51:09.6
2836.0,IRL,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,11371000,tonnes,annual,10:10.0,47:32.3
2837.0,IRL,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,11371000,tonnes,annual,10:10.0,47:32.3
2838.0,IRL,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,11371000,tonnes,annual,10:10.0,47:32.3
2839.0,JOR,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,11346000,tonnes,annual,10:10.0,48:07.8
2840.0,JOR,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,11346000,tonnes,annual,10:10.0,48:07.8
2841.0,JOR,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,11346000,tonnes,annual,10:10.0,48:07.8
2842.0,DOM,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,11333000,tonnes,annual,10:10.0,51:09.6
2843.0,DOM,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,11333000,tonnes,annual,10:10.0,51:09.6
2844.0,DOM,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,11333000,tonnes,annual,10:10.0,51:09.6
2845.0,SYR,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,11277000,tonnes,annual,10:10.0,51:13.5
2846.0,SYR,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,11277000,tonnes,annual,10:10.0,51:13.5
2847.0,SYR,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,11277000,tonnes,annual,10:10.0,51:13.5
2848.0,CUB,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,11219000,tonnes,annual,10:10.0,51:09.6
2849.0,CUB,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,11219000,tonnes,annual,10:10.0,51:09.6
2850.0,CUB,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,11219000,tonnes,annual,10:10.0,51:09.6
2851.0,CUB,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,11206000,tonnes,annual,10:10.0,51:09.6
2852.0,CUB,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,11206000,tonnes,annual,10:10.0,51:09.6
2853.0,CUB,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,11206000,tonnes,annual,10:10.0,51:09.6
2854.0,SYR,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,11190000,tonnes,annual,10:10.0,51:13.5
2855.0,SYR,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,11190000,tonnes,annual,10:10.0,51:13.5
2856.0,SYR,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,11190000,tonnes,annual,10:10.0,51:13.5
2857.0,BIH,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,11187000,tonnes,annual,10:10.0,51:06.6
2858.0,BIH,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,11187000,tonnes,annual,10:10.0,51:06.6
2859.0,BIH,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,11187000,tonnes,annual,10:10.0,51:06.6
2860.0,MMR,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,11183000,tonnes,annual,10:10.0,47:33.8
2861.0,MMR,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,11183000,tonnes,annual,10:10.0,47:33.8
2862.0,MMR,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,11183000,tonnes,annual,10:10.0,47:33.8
2863.0,CUB,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,11108000,tonnes,annual,10:10.0,51:09.6
2864.0,CUB,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,11108000,tonnes,annual,10:10.0,51:09.6
2865.0,CUB,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,11108000,tonnes,annual,10:10.0,51:09.6
2866.0,TUN,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,11025000,tonnes,annual,10:10.0,48:10.6
2867.0,TUN,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,11025000,tonnes,annual,10:10.0,48:10.6
2868.0,TUN,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,11025000,tonnes,annual,10:10.0,48:10.6
2869.0,CUB,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,10960000,tonnes,annual,10:10.0,51:09.6
2870.0,CUB,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,10960000,tonnes,annual,10:10.0,51:09.6
2871.0,CUB,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,10960000,tonnes,annual,10:10.0,51:09.6
2872.0,BIH,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,10927000,tonnes,annual,10:10.0,51:06.6
2873.0,BIH,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,10927000,tonnes,annual,10:10.0,51:06.6
2874.0,BIH,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,10927000,tonnes,annual,10:10.0,51:06.6
2875.0,DOM,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,10909000,tonnes,annual,10:10.0,47:30.8
2876.0,DOM,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,10909000,tonnes,annual,10:10.0,47:30.8
2877.0,DOM,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,10909000,tonnes,annual,10:10.0,47:30.8
2878.0,JOR,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,10888000,tonnes,annual,10:10.0,48:07.8
2879.0,JOR,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,10888000,tonnes,annual,10:10.0,48:07.8
2880.0,JOR,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,10888000,tonnes,annual,10:10.0,48:07.8
2881.0,MMR,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,10846000,tonnes,annual,10:10.0,47:33.8
2882.0,MMR,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,10846000,tonnes,annual,10:10.0,47:33.8
2883.0,MMR,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,10846000,tonnes,annual,10:10.0,47:33.8
2884.0,GTM,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,10763000,tonnes,annual,10:10.0,47:31.9
2885.0,GTM,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,10763000,tonnes,annual,10:10.0,47:31.9
2886.0,GTM,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,10763000,tonnes,annual,10:10.0,47:31.9
2887.0,BIH,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,10672000,tonnes,annual,10:10.0,51:06.6
2888.0,BIH,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,10672000,tonnes,annual,10:10.0,51:06.6
2889.0,BIH,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,10672000,tonnes,annual,10:10.0,51:06.6
2890.0,JOR,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,10662000,tonnes,annual,10:10.0,48:07.8
2891.0,JOR,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,10662000,tonnes,annual,10:10.0,48:07.8
2892.0,JOR,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,10662000,tonnes,annual,10:10.0,48:07.8
2893.0,TUN,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,10621000,tonnes,annual,10:10.0,48:10.6
2894.0,TUN,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,10621000,tonnes,annual,10:10.0,48:10.6
2895.0,TUN,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,10621000,tonnes,annual,10:10.0,48:10.6
2896.0,TUN,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,10563000,tonnes,annual,10:10.0,48:10.6
2897.0,TUN,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,10563000,tonnes,annual,10:10.0,48:10.6
2898.0,TUN,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,10563000,tonnes,annual,10:10.0,48:10.6
2899.0,DOM,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,10466000,tonnes,annual,10:10.0,47:30.8
2900.0,DOM,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,10466000,tonnes,annual,10:10.0,47:30.8
2901.0,DOM,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,10466000,tonnes,annual,10:10.0,47:30.8
2902.0,TUN,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,10452000,tonnes,annual,10:10.0,48:10.6
2903.0,TUN,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,10452000,tonnes,annual,10:10.0,48:10.6
2904.0,TUN,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,10452000,tonnes,annual,10:10.0,48:10.6
2905.0,IRL,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,10398000,tonnes,annual,10:10.0,47:32.3
2906.0,IRL,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,10398000,tonnes,annual,10:10.0,47:32.3
2907.0,IRL,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,10398000,tonnes,annual,10:10.0,47:32.3
2908.0,DOM,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,10292000,tonnes,annual,10:10.0,47:30.8
2909.0,DOM,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,10292000,tonnes,annual,10:10.0,47:30.8
2910.0,DOM,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,10292000,tonnes,annual,10:10.0,47:30.8
2911.0,HUN,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,10225000,tonnes,annual,10:10.0,51:11.0
2912.0,HUN,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,10225000,tonnes,annual,10:10.0,51:11.0
2913.0,HUN,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,10225000,tonnes,annual,10:10.0,51:11.0
2914.0,SYR,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,10212000,tonnes,annual,10:10.0,51:13.5
2915.0,SYR,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,10212000,tonnes,annual,10:10.0,51:13.5
2916.0,SYR,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,10212000,tonnes,annual,10:10.0,51:13.5
2917.0,EST,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,10206000,tonnes,annual,10:10.0,51:10.3
2918.0,EST,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,10206000,tonnes,annual,10:10.0,51:10.3
2919.0,EST,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,10206000,tonnes,annual,10:10.0,51:10.3
2920.0,HUN,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,10087000,tonnes,annual,10:10.0,51:11.0
2921.0,HUN,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,10087000,tonnes,annual,10:10.0,51:11.0
2922.0,HUN,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,10087000,tonnes,annual,10:10.0,51:11.0
2923.0,BIH,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,10081000,tonnes,annual,10:10.0,51:06.6
2924.0,BIH,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,10081000,tonnes,annual,10:10.0,51:06.6
2925.0,BIH,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,10081000,tonnes,annual,10:10.0,51:06.6
2926.0,TUN,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,10040000,tonnes,annual,10:10.0,48:10.6
2927.0,TUN,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,10040000,tonnes,annual,10:10.0,48:10.6
2928.0,TUN,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,10040000,tonnes,annual,10:10.0,48:10.6
2929.0,TUN,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,10027000,tonnes,annual,10:10.0,48:10.6
2930.0,TUN,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,10027000,tonnes,annual,10:10.0,48:10.6
2931.0,TUN,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,10027000,tonnes,annual,10:10.0,48:10.6
2932.0,SWE,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,9964000,tonnes,annual,10:10.0,47:35.9
2933.0,SWE,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,9964000,tonnes,annual,10:10.0,47:35.9
2934.0,SWE,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,9964000,tonnes,annual,10:10.0,47:35.9
2935.0,DOM,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,9918000,tonnes,annual,10:10.0,47:30.8
2936.0,DOM,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,9918000,tonnes,annual,10:10.0,47:30.8
2937.0,DOM,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,9918000,tonnes,annual,10:10.0,47:30.8
2938.0,HUN,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,9872000,tonnes,annual,10:10.0,51:11.0
2939.0,HUN,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,9872000,tonnes,annual,10:10.0,51:11.0
2940.0,HUN,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,9872000,tonnes,annual,10:10.0,51:11.0
2941.0,SYR,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,9869000,tonnes,annual,10:10.0,51:13.5
2942.0,SYR,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,9869000,tonnes,annual,10:10.0,51:13.5
2943.0,SYR,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,9869000,tonnes,annual,10:10.0,51:13.5
2944.0,LKA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,9779000,tonnes,annual,10:10.0,47:33.1
2945.0,LKA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,9779000,tonnes,annual,10:10.0,47:33.1
2946.0,LKA,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,9779000,tonnes,annual,10:10.0,47:33.1
2947.0,GTM,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,9705000,tonnes,annual,10:10.0,47:31.9
2948.0,GTM,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,9705000,tonnes,annual,10:10.0,47:31.9
2949.0,GTM,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,9705000,tonnes,annual,10:10.0,47:31.9
2950.0,LKA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,9630000,tonnes,annual,10:10.0,47:33.1
2951.0,LKA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,9630000,tonnes,annual,10:10.0,47:33.1
2952.0,LKA,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,9630000,tonnes,annual,10:10.0,47:33.1
2953.0,GTM,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,9571000,tonnes,annual,10:10.0,47:31.9
2954.0,GTM,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,9571000,tonnes,annual,10:10.0,47:31.9
2955.0,GTM,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,9571000,tonnes,annual,10:10.0,47:31.9
2956.0,LKA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,9551000,tonnes,annual,10:10.0,47:33.1
2957.0,LKA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,9551000,tonnes,annual,10:10.0,47:33.1
2958.0,LKA,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,9551000,tonnes,annual,10:10.0,47:33.1
2959.0,LAO,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,9438000,tonnes,annual,10:10.0,51:11.0
2960.0,LAO,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,9438000,tonnes,annual,10:10.0,51:11.0
2961.0,LAO,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,9438000,tonnes,annual,10:10.0,51:11.0
2962.0,HUN,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,9425000,tonnes,annual,10:10.0,51:11.0
2963.0,HUN,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,9425000,tonnes,annual,10:10.0,51:11.0
2964.0,HUN,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,9425000,tonnes,annual,10:10.0,51:11.0
2965.0,SWE,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,9390000,tonnes,annual,10:10.0,47:35.9
2966.0,SWE,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,9390000,tonnes,annual,10:10.0,47:35.9
2967.0,SWE,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,9390000,tonnes,annual,10:10.0,47:35.9
2968.0,SWE,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,9376000,tonnes,annual,10:10.0,47:35.9
2969.0,SWE,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,9376000,tonnes,annual,10:10.0,47:35.9
2970.0,SWE,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,9376000,tonnes,annual,10:10.0,47:35.9
2971.0,HUN,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,9372000,tonnes,annual,10:10.0,51:11.0
2972.0,HUN,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,9372000,tonnes,annual,10:10.0,51:11.0
2973.0,HUN,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,9372000,tonnes,annual,10:10.0,51:11.0
2974.0,BIH,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,9344000,tonnes,annual,10:10.0,51:06.6
2975.0,BIH,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,9344000,tonnes,annual,10:10.0,51:06.6
2976.0,BIH,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,9344000,tonnes,annual,10:10.0,51:06.6
2977.0,HUN,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,9270000,tonnes,annual,10:10.0,51:11.0
2978.0,HUN,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,9270000,tonnes,annual,10:10.0,51:11.0
2979.0,HUN,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,9270000,tonnes,annual,10:10.0,51:11.0
2980.0,SWE,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,9023000,tonnes,annual,10:10.0,47:35.9
2981.0,SWE,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,9023000,tonnes,annual,10:10.0,47:35.9
2982.0,SWE,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,9023000,tonnes,annual,10:10.0,47:35.9
2983.0,IRL,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,8810000,tonnes,annual,10:10.0,47:32.3
2984.0,IRL,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,8810000,tonnes,annual,10:10.0,47:32.3
2985.0,IRL,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,8810000,tonnes,annual,10:10.0,47:32.3
2986.0,IRL,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2,8804000,tonnes,annual,10:10.0,47:32.3
2987.0,IRL,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_100yr,8804000,tonnes,annual,10:10.0,47:32.3
2988.0,IRL,1/1/19 0:00,12/31/19 0:00,electricity-generation,co2e_20yr,8804000,tonnes,annual,10:10.0,47:32.3
2989.0,MMR,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2,8506000,tonnes,annual,10:10.0,47:33.8
2990.0,MMR,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_100yr,8506000,tonnes,annual,10:10.0,47:33.8
2991.0,MMR,1/1/18 0:00,12/31/18 0:00,electricity-generation,co2e_20yr,8506000,tonnes,annual,10:10.0,47:33.8
2992.0,SWE,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,8456000,tonnes,annual,10:10.0,47:35.9
2993.0,SWE,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,8456000,tonnes,annual,10:10.0,47:35.9
2994.0,SWE,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,8456000,tonnes,annual,10:10.0,47:35.9
2995.0,SWE,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,8400000,tonnes,annual,10:10.0,47:35.9
2996.0,SWE,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,8400000,tonnes,annual,10:10.0,47:35.9
2997.0,SWE,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_20yr,8400000,tonnes,annual,10:10.0,47:35.9
2998.0,MMR,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2,8327000,tonnes,annual,10:10.0,47:33.8
2999.0,MMR,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_100yr,8327000,tonnes,annual,10:10.0,47:33.8
3000.0,MMR,1/1/17 0:00,12/31/17 0:00,electricity-generation,co2e_20yr,8327000,tonnes,annual,10:10.0,47:33.8
3001.0,LKA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2,8309000,tonnes,annual,10:10.0,47:33.1
3002.0,LKA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_100yr,8309000,tonnes,annual,10:10.0,47:33.1
3003.0,LKA,1/1/16 0:00,12/31/16 0:00,electricity-generation,co2e_20yr,8309000,tonnes,annual,10:10.0,47:33.1
3004.0,ECU,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2,8067000,tonnes,annual,10:10.0,47:30.8
3005.0,ECU,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_100yr,8067000,tonnes,annual,10:10.0,47:30.8
3006.0,ECU,1/1/15 0:00,12/31/15 0:00,electricity-generation,co2e_20yr,8067000,tonnes,annual,10:10.0,47:30.8
3007.0,MNG,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2,7889000,tonnes,annual,10:10.0,51:11.8
3008.0,MNG,1/1/20 0:00,12/31/20 0:00,electricity-generation,co2e_100yr,7889000,tonnes,annual,10:10.0,51:11.8
